id,title,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,release_date,release_year,release_month,genres
146724,Love 911,16,16786016,120,14.144,7.2,56,ko,2012-12-19,2012,12,"Drama, Romance, Comedy"
951491,Saw X,13000000,29300000,118,949.967,7.321,56,en,2023-09-26,2023,9,"Crime, Horror, Thriller"
31896,Finding Bliss,1500000,6783,96,6.79,4.955,56,en,2009-01-01,2009,1,Comedy
29946,The Golden Bowl,15000000,5753678,130,5.118,6.063,56,en,2000-05-14,2000,5,"Romance, Drama"
270654,Parts Per Billion,1300000,15000000,98,4.246,4.277,56,en,2014-03-25,2014,3,Science Fiction
38077,Red Dust,408000,1223000,83,6.862,7.0,56,en,1932-10-22,1932,10,"Romance, Drama"
14408,Me Two,5105644,2180120,87,3.311,5.375,56,fr,2008-06-18,2008,6,"Comedy, Science Fiction"
20496,Mangal Pandey - The Rising,70000000,7250000,150,4.146,6.2,56,hi,2005-08-12,2005,8,Drama
184979,Bilo the Banker,85000,243000,85,4.326,7.1,55,tr,1980-01-01,1980,1,"Drama, Comedy"
459008,Kaala,20000000,22000000,166,4.391,6.8,55,ta,2018-06-07,2018,6,"Action, Crime, Drama"
131940,Josh,6900000,15000000,157,5.71,5.8,55,hi,2000-06-09,2000,6,"Romance, Drama"
117629,Yossi,500000,116207,84,3.794,6.873,55,he,2012-05-16,2012,5,"Drama, Romance"
76788,Mankatha,6100000,28000000,149,7.89,6.6,55,ta,2011-08-31,2011,8,"Action, Thriller"
31016,Sidewalks of New York,1000000,2402459,107,6.333,6.1,55,en,2001-11-23,2001,11,"Comedy, Drama, Romance"
30139,Phat Girlz,3000000,7301115,99,7.234,4.836,55,en,2006-04-07,2006,4,"Comedy, Romance"
62077,Neon Flesh,4364700,486756,101,6.469,5.902,55,es,2010-10-09,2010,10,"Thriller, Action, Comedy"
56427,Baywatch: Hawaiian Wedding,5500000,136000000,100,7.82,5.964,55,en,2003-02-28,2003,2,"Action, Drama, Adventure, TV Movie"
466287,"How Viktor ""The Garlic"" Took Alexey ""The Stud"" to the Nursing Home",441755,95589,90,2.8,6.964,55,ru,2018-03-23,2018,3,"Drama, Comedy"
42636,The Detective,4490000,6500000,114,5.694,6.036,55,en,1968-05-28,1968,5,"Drama, Mystery, Thriller, Crime"
47907,The Spitfire Grill,6000000,12643776,117,8.615,6.564,55,en,1996-01-24,1996,1,"Comedy, Drama"
22871,Destination Tokyo,1516000,4544000,135,7.631,6.8,55,en,1943-12-31,1943,12,War
128206,Shahid,970000,6100000,129,5.972,7.4,55,hi,2013-10-18,2013,10,"Drama, Crime"
27322,Love Jones,10000000,12782749,108,6.723,7.436,55,en,1997-03-14,1997,3,"Comedy, Drama, Romance"
22066,The Marsh,9000000,2429573,92,4.709,4.9,55,en,2006-05-18,2006,5,"Horror, Thriller, Mystery"
112936,Bol Bachchan,12,17,155,3.464,5.818,55,hi,2012-07-06,2012,7,"Comedy, Action"
262970,Velaiyilla Pattathari,1100000,7700000,135,3.476,7.536,55,ta,2014-07-18,2014,7,"Drama, Comedy, Action"
189227,Soodhu Kavvum,310000,12000000,138,6.045,7.1,55,ta,2013-05-01,2013,5,"Comedy, Thriller, Crime"
928123,The Battle at Lake Changjin: Water Gate Bridge,200000000,626203271,149,27.358,6.5,55,zh,2022-02-01,2022,2,"War, History, Action, Drama"
334924,The Treasure,1016549,82392,89,3.228,6.6,54,ro,2015-12-03,2015,12,Comedy
91073,Late Autumn,6200000,4820000,113,5.329,7.1,54,ko,2010-01-29,2010,1,"Drama, Romance"
41417,Firestorm,19000000,8165212,89,8.076,5.093,54,en,1998-01-08,1998,1,"Action, Adventure, Thriller"
16651,The Other Side of Heaven,7000000,4720371,113,7.85,6.209,54,en,2001-04-12,2001,4,"Action, Adventure, Drama, Family"
272731,Pane e burlesque,2000000,319180,86,4.637,5.4,54,it,2014-05-29,2014,5,Comedy
473309,Apostasy,500000,434336,94,11.342,6.648,54,en,2017-09-29,2017,9,Drama
333623,Love Live! The School Idol Movie,3000000,21000000,99,6.657,7.731,54,ja,2015-06-13,2015,6,"Animation, Music, Comedy"
27323,Joysticks,300000,3952448,88,6.349,4.722,54,en,1983-03-04,1983,3,Comedy
29872,Carefree,1253000,1731000,83,6.86,6.667,54,en,1938-09-02,1938,9,"Comedy, Music, Romance"
64622,Hidden 3D,8000000,1670477,82,3.673,3.2,54,en,2011-04-21,2011,4,"Horror, Thriller"
31287,Eegah,15000,3274,90,3.151,2.62,54,en,1962-06-08,1962,6,Horror
20390,No Entry,3500000,14000000,164,5.793,5.963,54,hi,2005-08-26,2005,8,"Comedy, Romance"
28463,East/West,11500000,6032000,121,2.903,6.731,54,fr,1999-09-01,1999,9,"Drama, Romance"
793937,The School of the Magical Animals,11700000,13128530,93,12.409,6.2,54,de,2021-10-14,2021,10,"Family, Adventure, Fantasy"
27549,Beastmaster 2: Through the Portal of Time,6000000,869325,107,11.068,4.8,54,en,1991-06-08,1991,6,"Action, Adventure, Fantasy, Science Fiction"
36196,Party Girl,150000,472370,94,3.78,6.17,53,en,1995-06-09,1995,6,Comedy
734253,Adipurush,63000000,43000000,179,349.287,5.491,53,hi,2023-06-16,2023,6,"Action, Adventure, Drama, Fantasy"
26446,Xchange,100000,5000000,105,4.309,5.4,53,en,2001-01-19,2001,1,Science Fiction
1731,Helen,8000000,34820,120,7.441,6.67,53,en,2009-01-16,2009,1,Drama
199139,Fukrey,2200000,5200000,137,4.289,6.585,53,hi,2013-06-14,2013,6,"Comedy, Drama, Romance"
382717,Sanam Re,3056472,4472886,120,4.371,6.311,53,hi,2016-02-12,2016,2,"Drama, Romance"
19975,Care Bears Movie II: A New Generation,3400000,12000000,76,5.694,5.7,53,en,1986-03-21,1986,3,"Animation, Adventure, Family"
62756,Singam,2200000,9700000,154,6.036,6.8,53,ta,2010-05-28,2010,5,"Action, Comedy, Crime"
58985,Grace of My Heart,5000000,660313,116,6.079,6.3,53,en,1996-09-13,1996,9,"Comedy, Drama, Music"
26675,The Outing,2000000,1083395,87,6.729,5.255,53,en,1987-09-11,1987,9,Horror
15467,Kismat Konnection,4180000,11000000,153,4.656,4.972,53,hi,2008-07-18,2008,7,"Drama, Comedy, Romance"
73576,Mermaid,1700000,1431983,115,3.793,6.585,53,ru,2007-06-05,2007,6,"Comedy, Drama, Fantasy, Romance"
246087,Jilla,8000000,18000000,182,4.247,5.906,53,ta,2014-01-10,2014,1,Action
79649,Eyes of a Stranger,800000,1118634,84,4.002,5.934,53,en,1981-02-11,1981,2,"Horror, Thriller"
41144,To Save a Life,500000,3824868,120,4.599,6.208,53,en,2009-11-05,2009,11,Drama
25641,My First Mister,5250000,595005,109,5.403,6.557,53,en,2001-01-18,2001,1,"Comedy, Drama, Romance"
23174,It's Alive,10000000,15500000,80,6.385,4.142,53,en,2008-09-10,2008,9,"Horror, Science Fiction"
27623,Not of This Earth,100000,1000000,67,3.045,5.453,53,en,1957-02-10,1957,2,"Horror, Science Fiction"
15122,Love Stinks,4000000,2924635,94,7.281,6.283,53,en,1999-09-10,1999,9,"Comedy, Romance"
139357,Pizza,240000,2800000,127,4.214,6.896,53,ta,2012-10-19,2012,10,"Thriller, Comedy, Romance, Horror"
46948,Power,16000000,3800000,111,9.224,5.881,53,en,1986-01-31,1986,1,Drama
44695,The Born Losers,360000,36000000,113,6.766,6.085,53,en,1967-07-12,1967,7,"Action, Drama, Thriller, Western"
190940,Bombay Talkies,11000000,2700000,127,6.432,6.365,52,hi,2013-05-03,2013,5,"Drama, Romance"
575718,Secret Zoo,8100000,8300000,117,8.537,6.3,52,ko,2020-01-15,2020,1,"Comedy, Drama"
35849,Hangover Square,1154000,1798500,78,5.964,6.8,52,en,1945-02-07,1945,2,Thriller
667717,Deep Sea,28700000,136090000,105,57.135,7.1,52,zh,2023-01-22,2023,1,"Animation, Adventure, Fantasy, Science Fiction"
15976,The Bubble,1500000,1029926,114,5.978,6.702,52,he,2006-06-06,2006,6,"Drama, Romance, Comedy"
32007,Hurricane Season,143000,1000000,103,6.498,6.827,52,en,2009-12-08,2009,12,Drama
117553,Calendar Girl,13000000,2570145,90,3.555,5.1,52,en,1993-09-03,1993,9,"Comedy, Drama"
175541,Black Nativity,17500000,7018189,93,7.229,5.26,52,en,2013-11-27,2013,11,"Music, Drama"
43742,Love Affair,60000000,18272894,108,9.315,5.3,52,en,1994-10-21,1994,10,"Drama, Romance"
493141,Beats,25000,310827,100,5.382,6.6,52,en,2019-05-17,2019,5,"Drama, Comedy, Music"
52682,Les Aristos,10107727,6073724,79,4.537,4.556,52,fr,2006-09-20,2006,9,Comedy
241882,Ankhon Dekhi,800000,187000,104,3.731,6.904,52,hi,2014-03-21,2014,3,"Comedy, Drama"
16344,Luck by Chance,2300000,3000000,155,7.859,6.6,51,hi,2009-01-30,2009,1,"Romance, Drama, Comedy"
601635,Laal Singh Chaddha,23000000,16000000,157,7.085,6.451,51,hi,2022-08-11,2022,8,"Drama, Romance"
37656,Hooked on the Game,3500000,3704408,97,3.783,6.147,51,ru,2009-11-26,2009,11,"Action, Science Fiction"
3122,Lady Frankenstein,200000,139683000,99,5.515,5.078,51,it,1971-10-22,1971,10,"Horror, Science Fiction"
43609,My Own Love Song,1600000,300849,100,6.663,6.235,51,en,2010-04-07,2010,4,"Comedy, Drama"
40028,Not of This Earth,210000,107352,81,5.94,4.676,51,en,1988-05-20,1988,5,"Horror, Science Fiction"
20278,Africa Screams,500000,1500000,79,4.292,5.853,51,en,1949-05-04,1949,5,"Comedy, Adventure"
38530,Symmetry,700000,200219,99,2.011,7.225,51,pl,2003-09-16,2003,9,Drama
54087,Mr. Saturday Night,43000000,13300000,119,6.498,5.769,51,en,1992-09-23,1992,9,"Comedy, Drama"
14120,End of the Spear,10000000,12128105,108,6.506,6.01,51,en,2005-10-24,2005,10,"Adventure, Drama, History"
33673,His Kind of Woman,1825000,2000000,120,7.865,6.657,51,en,1951-08-15,1951,8,"Thriller, Crime, Comedy"
56853,We Believed,7000000,2124145,170,5.424,6.5,51,it,2010-11-12,2010,11,"History, Drama, Adventure"
36047,The In Crowd,15000000,5217498,105,7.687,4.48,51,en,2000-07-19,2000,7,"Drama, Mystery, Thriller"
47947,Young Doctors in Love,7500000,30688860,96,6.055,5.204,51,en,1982-07-16,1982,7,Comedy
176124,Home Run,1200000,2861020,114,7.299,6.12,50,en,2013-04-19,2013,4,Drama
44263,City Under Siege,17000000,13851432,110,11.04,4.94,50,cn,2010-08-11,2010,8,"Science Fiction, Action, Thriller"
671047,Les Blagues de Toto,6438600,8859185,84,2.147,5.0,50,fr,2020-08-05,2020,8,Comedy
48311,Parasite,800000,7000000,85,8.335,4.75,50,en,1982-03-12,1982,3,"Horror, Science Fiction"
35976,The End,3000000,45000000,100,5.631,5.37,50,en,1978-05-10,1978,5,Comedy
38617,Off Limits,12000000,7242035,102,4.88,5.67,50,en,1988-03-11,1988,3,"Action, Crime, Drama, Mystery, Thriller"
399624,Befikre,15500000,9600000,132,5.098,5.2,50,hi,2016-12-09,2016,12,"Romance, Comedy, Drama"
23618,The Original Kings of Comedy,13000000,38251106,115,5.937,6.18,50,en,2000-08-18,2000,8,"Comedy, Documentary"
131978,Suave Patria,2000000,3423685,92,4.786,5.8,50,es,2012-09-07,2012,9,Comedy
32858,The Return of the Vampire,75000,1090000,69,6.752,5.98,50,en,1943-11-11,1943,11,Horror
32511,"Police, Adjective",1089360,48298,115,2.565,6.5,50,ro,2010-01-14,2010,1,"Drama, Comedy, Crime"
353501,Pulimurugan,3800000,29000000,161,4.427,6.5,49,ml,2016-10-07,2016,10,"Action, Adventure"
383367,Sairat,600000,16500000,170,3.192,7.602,49,mr,2016-04-29,2016,4,Drama
517517,Lancaster Skies,80000,67522,98,6.537,6.0,49,en,2019-02-27,2019,2,"Drama, War, Action"
31525,The Legend of Bhagat Singh,3000000,6000000,155,5.935,6.9,49,hi,2002-06-07,2002,6,"Crime, Drama, History"
38637,Vaaranam Aayiram,3000000,14000000,169,8.253,7.4,49,ta,2008-11-14,2008,11,"Drama, Romance"
27563,Flamingo Road,1528000,2896000,94,6.918,7.01,49,en,1949-04-30,1949,4,"Drama, Romance"
59210,The Mother,2500000,1062253,112,6.457,6.133,49,en,2003-11-14,2003,11,"Drama, Romance"
65994,Prince Valiant,2970000,3373,100,7.803,5.786,49,en,1954-04-05,1954,4,"Adventure, Action"
31674,Cousins,13000000,22030000,109,11.224,6.0,49,en,1989-02-10,1989,2,"Comedy, Romance"
38687,Flesh and the Devil,373000,658000,112,6.006,7.357,49,en,1926-12-25,1926,12,"Drama, Romance"
18916,A Pain in the Ass,30000000,2030916,86,3.101,5.112,49,fr,2008-01-01,2008,1,Comedy
2002,The Last Mistress,6000000,1831577,114,10.234,5.8,49,fr,2007-05-30,2007,5,"Drama, Romance"
36488,Bachelor Mother,509000,1975000,82,5.279,6.969,49,en,1939-06-30,1939,6,"Comedy, Romance"
42635,"Rachel, Rachel",780000,3000000,101,6.835,6.49,49,en,1968-08-26,1968,8,"Drama, Romance"
493,Shaft's Big Score!,1978000,10000000,104,6.71,6.061,49,en,1972-06-08,1972,6,"Action, Adventure, Crime, Mystery"
15720,The Man from Elysian Fields,6500000,2006391,106,5.293,5.704,49,en,2001-09-13,2001,9,"Drama, Romance"
21625,Gulaal,490000,2000000,147,4.123,6.5,49,hi,2009-03-13,2009,3,"Crime, Drama"
32316,Marci X,20000000,1675706,84,6.053,3.6,48,en,2003-08-22,2003,8,Comedy
329135,O Kadhal Kanmani,940000,5100000,139,4.382,6.8,48,ta,2015-04-16,2015,4,"Romance, Drama"
52736,Hardbodies,1995000,7100000,88,8.853,4.979,48,en,1984-05-04,1984,5,Comedy
30266,"20,000 Leagues Under the Sea",200000,8000000,85,3.474,6.3,48,en,1916-12-24,1916,12,"Adventure, Drama, Action, Science Fiction"
32061,The Doberman Gang,500000,5000000,87,6.427,6.4,48,en,1972-01-01,1972,1,"Action, Comedy, Crime"
46504,Guy and Madeline on a Park Bench,60000,35556,83,2.159,5.396,48,en,2010-03-28,2010,3,"Drama, Music, Romance"
47816,3 Strikes,6000000,9000000,82,5.844,5.635,48,en,2000-03-01,2000,3,"Action, Comedy, Romance"
21502,Satya,310000,2300000,170,9.179,7.031,48,hi,1998-07-03,1998,7,"Crime, Drama"
392344,Baar Baar Dekho,7400000,9100000,141,6.194,5.719,48,hi,2016-09-09,2016,9,"Romance, Drama, Action"
86718,7Aum Arivu,16000000,98900000,168,8.899,6.6,48,ta,2011-10-26,2011,10,"Action, Science Fiction, Thriller"
494,Shaft in Africa,2142000,1458000,112,7.589,5.979,48,en,1973-06-14,1973,6,"Action, Crime"
442,Popular Music,2224000,28000000,105,4.278,6.375,48,sv,2004-10-01,2004,10,"Comedy, Drama"
37641,Elvis Has Left the Building,11500000,152547,90,7.35,5.281,48,en,2004-08-27,2004,8,"Comedy, Family"
48129,Run,16000000,4409328,91,4.715,6.333,48,en,1991-02-01,1991,2,"Action, Thriller, Drama"
43051,Al Capone,1000000,2500000,104,7.069,6.573,48,en,1959-03-25,1959,3,"Action, Adventure, Crime, Drama"
132744,One 2 Ka 4,5200000,5900000,178,8.42,5.7,48,hi,2001-03-30,2001,3,"Action, Drama, Comedy"
51423,Beyond,3000000,4800080,99,6.131,6.4,48,sv,2010-12-10,2010,12,Drama
26710,My Baby's Daddy,12000000,18490423,86,6.641,4.771,48,en,2004-01-09,2004,1,Comedy
71792,Moscow Gold,3558303,6890947,100,3.608,5.094,48,es,2003-03-28,2003,3,"Action, Adventure, Comedy"
33765,A Kind of Loving,213084,581138,108,3.705,6.927,48,en,1962-04-12,1962,4,"Drama, Romance"
25269,Article 99,18000000,6375979,100,4.088,5.99,48,en,1992-03-13,1992,3,Drama
63996,Viper's Nest,3500000,18000000,105,2.422,6.0,47,nl,2011-03-10,2011,3,Drama
33630,Vivacious Lady,703000,1206000,90,5.855,6.798,47,en,1938-05-13,1938,5,"Comedy, Romance"
33762,Band of the Hand,8700000,4865912,109,8.271,6.511,47,en,1986-04-11,1986,4,"Action, Crime, Drama"
32855,In Country,18000000,3531971,120,5.837,5.4,47,en,1989-09-15,1989,9,Drama
62655,Two Weeks in Another Town,3959000,2500000,107,3.789,5.883,47,en,1962-08-17,1962,8,Drama
35545,Mata Hari,558000,2227000,89,3.824,6.106,47,en,1931-12-26,1931,12,"Crime, Drama, Romance"
44565,Khatta Meetha,7500000,10000000,155,5.519,5.606,47,hi,2010-07-23,2010,7,"Comedy, Drama"
37941,Vinnaithaandi Varuvaayaa,3000000,12000000,157,5.237,7.5,47,ta,2010-02-26,2010,2,"Drama, Romance"
43654,Edward II,1003575,706131,90,5.611,6.208,47,en,1991-09-03,1991,9,"History, Romance, Drama"
30690,Hot to Trot,9000000,6436211,88,5.849,5.372,47,en,1988-08-26,1988,8,Comedy
24686,Love and the City,3500000,9112193,88,3.225,5.777,47,ru,2009-03-05,2009,3,"Comedy, Romance"
24927,Night of the Living Dead 3D,3000000,1449945,80,6.761,4.085,47,en,2006-11-10,2006,11,Horror
22315,Aitraaz,3500000,9250000,159,6.849,5.7,47,hi,2004-11-12,2004,11,"Thriller, Romance"
47168,The Wind in the Willows,15400000,2300000,88,7.587,5.564,47,en,1996-10-16,1996,10,"Fantasy, Comedy, Family, Adventure"
357706,Irudhi Suttru,300000,2100000,109,7.013,7.394,47,ta,2016-01-28,2016,1,"Action, Drama"
71881,Five Corners,5500000,969205,90,8.932,5.617,47,en,1987-09-11,1987,9,"Drama, Crime, Thriller"
219343,Lucia,79000,170000,136,3.458,7.277,47,kn,2013-10-19,2013,10,"Fantasy, Romance, Thriller"
17190,Gross Anatomy,8500000,11604598,109,4.684,5.538,47,en,1989-10-20,1989,10,"Comedy, Drama, Romance"
20742,Shootout at Lokhandwala,11000000,12000000,145,5.39,6.3,47,hi,2007-05-25,2007,5,"Action, Crime, History"
442000,Angamaly Diaries,610000,3100000,132,2.407,7.298,47,ml,2017-03-03,2017,3,"Action, Comedy, Thriller"
41780,A Rage in Harlem,8000000,10400000,115,8.448,5.447,47,en,1991-05-03,1991,5,"Crime, Comedy"
55604,Boom Town,1600000,5000000,119,5.696,7.021,47,en,1940-08-30,1940,8,"Adventure, Drama, Romance, Western"
52413,A Blood Pledge,125000,3470000,88,6.053,5.372,47,ko,2009-06-18,2009,6,"Horror, Drama, Mystery"
126509,2016: Obama's America,2500000,33400000,87,3.608,4.277,47,en,2012-07-13,2012,7,Documentary
300983,Yennai Arindhaal,7900000,16000000,176,4.723,6.9,46,ta,2015-02-06,2015,2,"Thriller, Action"
19312,The Black Hole,3500000,3500000,90,3.416,4.9,46,en,2006-06-10,2006,6,"Science Fiction, Thriller, TV Movie"
31200,Agatha,3500000,7500000,99,6.697,6.38,46,en,1979-02-09,1979,2,"Drama, Mystery, Thriller"
61400,Thank You,13100000,4100000,140,7.616,5.293,46,hi,2011-04-08,2011,4,Comedy
16155,Safe Men,1000000,45724,88,5.19,5.6,46,en,1998-08-07,1998,8,"Comedy, Crime"
44192,Timebomb,6000000,64532,96,4.339,5.109,46,en,1991-05-25,1991,5,"Science Fiction, Action, Thriller"
18406,Chained Heat,1250000,6149983,99,18.899,5.283,46,en,1983-05-27,1983,5,"Action, Crime, Drama, Thriller"
33152,Who Is Cletis Tout?,9000000,252706,92,4.358,5.652,46,en,2001-09-12,2001,9,"Action, Comedy, Crime"
206851,D-Day,3900000,5600000,153,5.925,6.826,46,hi,2013-07-19,2013,7,"Action, Thriller"
51321,Permanent Record,8000000,1893139,92,6.343,6.491,46,en,1988-04-22,1988,4,Drama
46989,Blue Car,1000000,464000,92,6.232,6.3,46,en,2003-04-25,2003,4,Drama
28733,"Count Yorga, Vampire",64000,7000000,93,5.394,5.63,46,en,1970-06-10,1970,6,Horror
46691,Joe,106000,19319254,107,6.404,6.38,46,en,1970-07-15,1970,7,"Drama, Thriller, Crime"
4990,Hustle,3050000,10390000,120,6.294,5.936,46,en,1975-12-25,1975,12,"Crime, Drama, Mystery, Thriller"
41682,Christopher Columbus: The Discovery,40000000,8251071,120,6.779,4.9,46,en,1992-08-20,1992,8,"History, Adventure"
257160,Ohm Shanthi Oshaana,220000,1500000,130,3.137,7.244,45,ml,2014-02-07,2014,2,"Comedy, Romance"
661043,Malang,7907534,11136444,135,4.712,7.244,45,hi,2020-02-06,2020,2,"Romance, Action, Drama"
43306,A Guy Named Joe,2627000,5363000,120,5.726,6.478,45,en,1943-12-24,1943,12,"Drama, Romance, War, Fantasy"
65488,Raintree County,5474000,9080000,188,5.732,6.222,45,en,1957-12-20,1957,12,"Drama, Romance, History"
53922,Carbon Copy,6000000,9566593,92,8.466,5.622,45,en,1981-08-06,1981,8,"Comedy, Drama"
41392,Silver Hawk,15000000,429328,99,5.792,5.5,45,cn,2004-01-15,2004,1,"Thriller, Action, Adventure, Science Fiction"
22682,How to Succeed in Business Without Really Trying,3500000,2500000,121,5.565,6.911,45,en,1967-03-09,1967,3,"Comedy, Music"
430263,"Have Fun, Vasya!",707503,4781454,90,3.452,6.568,45,ru,2017-02-16,2017,2,Comedy
412678,Cartels,7000000,37766,99,5.613,5.3,45,en,2017-01-23,2017,1,"Crime, Action"
43390,Summer Stock,2025000,3357000,108,3.963,6.811,45,en,1950-08-31,1950,8,"Music, Romance"
50875,Higher Ground,2000000,841733,109,8.521,6.1,45,en,2011-08-26,2011,8,"Drama, Thriller"
95140,Detention,5000000,16324,98,5.834,4.489,45,en,2003-07-05,2003,7,"Action, Thriller"
13634,One Way Passage,350000,1108000,68,3.427,7.3,45,en,1932-10-04,1932,10,"Drama, Romance"
24065,Guncrazy,800000,114516,97,6.97,5.352,45,en,1992-09-11,1992,9,"Drama, Romance, Thriller, Crime"
31361,Bustin' Loose,11000000,31300000,94,7.305,5.867,45,en,1981-05-22,1981,5,"Comedy, Drama"
271200,Heropanti,4200000,10000000,146,4.439,5.913,45,hi,2014-05-23,2014,5,"Romance, Action"
23051,Action in the North Atlantic,2231000,3460000,126,5.387,7.133,45,en,1943-06-12,1943,6,War
94440,The Boost,8000000,784990,95,6.134,5.443,45,en,1988-12-23,1988,12,"Drama, Romance"
68430,Paradise,34000000,18634643,111,13.65,6.156,45,en,1991-09-18,1991,9,"Drama, Family"
839738,Me contro Te: Il film - Persi nel tempo,4455979,3839773,60,5.014,7.933,45,it,2022-01-01,2022,1,"Family, Fantasy"
437941,The Bolshoi,6411831,4029886,132,5.174,6.67,45,ru,2016-12-21,2016,12,Drama
18548,Filth and Wisdom,3500000,354628,81,4.239,5.844,45,en,2008-02-13,2008,2,Comedy
31179,Tim,600000,809000,109,5.757,6.307,45,en,1979-07-13,1979,7,"Romance, Drama"
80255,A Farewell to Arms,4100000,20000000,152,8.845,5.648,44,en,1957-12-14,1957,12,"Drama, Romance, War"
31922,Year of the Gun,15000000,1182273,111,5.536,4.9,44,en,1991-09-10,1991,9,"Action, Thriller, Romance"
19085,Vulgar,120000,14904,87,4.626,5.5,44,en,2002-04-26,2002,4,"Drama, Horror, Thriller, Crime"
45861,Happy Times,1900000,240093,102,5.429,7.2,44,zh,2000-12-31,2000,12,"Drama, Comedy"
33472,Abbott and Costello Go to Mars,762446,1250000,77,3.978,5.67,44,en,1953-04-06,1953,4,"Comedy, Science Fiction"
51273,Dark World,3000000,8628997,100,4.438,4.273,44,ru,2010-10-07,2010,10,"Fantasy, Mystery, Thriller"
90634,Hum Tumhare Hain Sanam,4800000,14000000,174,7.257,5.6,44,hi,2002-05-24,2002,5,"Drama, Romance"
51022,The Wounds,10000,150000,103,4.591,7.364,44,sr,1998-05-27,1998,5,"War, Drama, Comedy, Crime"
22279,An Awfully Big Adventure,4000000,851545,113,5.306,6.291,44,en,1995-07-21,1995,7,"Romance, Drama, Comedy"
45096,Eve of Destruction,13000000,5451119,99,4.515,4.477,44,en,1991-01-18,1991,1,"Science Fiction, Action, Thriller"
35711,Cooley High,750000,13000000,107,6.657,6.727,44,en,1975-06-25,1975,6,"Comedy, Drama"
5333,Apartment Zero,4000000,670774,124,3.158,6.727,44,en,1989-09-02,1989,9,"Thriller, Drama"
25848,Legend of the Lost,1750000,2200000,109,6.274,6.534,44,en,1957-12-17,1957,12,Adventure
1108211,Lost in the Stars,417549000,334039200,122,23.732,6.33,44,zh,2023-06-22,2023,6,"Mystery, Crime, Drama, Thriller"
57575,The Last Time I Saw Paris,1960000,4940000,116,9.084,6.1,44,en,1954-11-18,1954,11,"Drama, Romance"
609031,My Thoughts Are Silent,344000,351500,104,2.494,7.693,44,uk,2020-01-02,2020,1,"Comedy, Drama"
44098,Undercurrent,1644000,4327000,116,7.236,5.75,44,en,1946-11-11,1946,11,"Drama, Thriller"
35896,Beyond the Forest,1589000,1738000,97,5.673,6.966,44,en,1949-10-21,1949,10,"Drama, Thriller"
137366,Led Zeppelin: Celebration Day,1000000,10000000,124,5.712,7.943,44,en,2012-10-17,2012,10,Music
114726,Out on a Limb,11000000,1659542,82,5.089,5.523,44,en,1992-09-04,1992,9,Comedy
37822,Badmaash Company,1900000,5100000,144,7.309,5.8,44,hi,2010-05-07,2010,5,Crime
27360,King's Ransom,15000000,4139856,95,4.903,4.578,44,en,2005-04-22,2005,4,"Comedy, Crime"
21879,The Hollywood Knights,2500000,10000000,91,8.313,6.136,44,en,1980-05-18,1980,5,Comedy
271331,United Passions,30000000,168832,110,4.377,3.512,43,en,2014-06-19,2014,6,Drama
31172,Diamond 13,6850000,878153,102,5.706,5.375,43,fr,2009-06-21,2009,6,"Action, Crime, Thriller"
46889,Living Out Loud,12000000,12902790,100,5.135,5.837,43,en,1998-10-30,1998,10,"Comedy, Drama, Romance"
430521,Take Off,1300000,3100000,139,3.011,7.5,43,ml,2017-03-24,2017,3,"Drama, Thriller, War"
41938,Physical Evidence,17000000,3560932,99,4.183,5.1,43,en,1989-01-27,1989,1,"Thriller, Crime"
26630,Shank,25000,713697,94,4.141,6.058,43,en,2009-04-14,2009,4,"Drama, Action"
43228,I Was a Teenage Werewolf,82000,2000000,76,7.802,4.698,43,en,1957-06-19,1957,6,"Drama, Fantasy, Horror, Science Fiction"
64167,Let Him Have It,3735600,635064,115,4.989,6.7,43,en,1991-10-04,1991,10,Drama
114574,Bikini Spring Break,500000,500000,87,5.337,3.7,43,en,2012-06-26,2012,6,Comedy
54897,The Grace Card,200000,2295733,101,6.818,7.302,43,en,2011-02-25,2011,2,Drama
104711,Tom Sawyer,8500000,2963639,109,7.782,5.8,43,de,2011-11-17,2011,11,"Adventure, Family"
74899,The Fan,10000000,3100000,95,5.887,5.864,43,en,1981-05-15,1981,5,"Drama, Horror, Thriller"
27023,Saint John of Las Vegas,3800000,111731,84,2.928,5.756,43,en,2010-01-29,2010,1,Comedy
62871,A Distant Neighborhood,18000000,231820,98,4.323,7.256,43,fr,2010-05-20,2010,5,Drama
20656,Saathiya,3000000,12000000,143,5.169,5.9,43,hi,2002-12-20,2002,12,"Romance, Drama"
50318,Go Go Tales,4000000,907456,101,5.063,5.674,43,en,2007-05-23,2007,5,"Comedy, Drama"
44898,The Time That Remains,6500000,753808,109,4.25,7.0,43,ar,2009-08-12,2009,8,"Drama, History"
493620,Aiyaary,9150000,41000000,157,4.474,5.7,43,hi,2018-02-16,2018,2,"Action, Thriller"
22067,Jason's Lyric,7000000,20851521,119,6.803,6.558,43,en,1994-09-28,1994,9,"Crime, Drama, Romance"
21033,Beautiful,1500000,56000,97,5.257,4.977,43,en,2009-04-27,2009,4,"Drama, Mystery, Thriller"
489928,Blaze,1200000,467306,129,8.62,6.186,43,en,2018-08-17,2018,8,"Drama, Music, History"
37536,Ringmaster,3500000,9247881,90,4.543,4.302,43,en,1998-11-25,1998,11,Comedy
